continent,name,botanicalName,commonNames,habitat,medicinalUses,medicinalRecipe,methodsOfCultivation,videos,modelBasePath
Europe,St. John's Wort,Hypericum perforatum,"St. John's Wort, Hypericum","Native to Europe, it grows in sunny meadows, roadsides, and woodlands with well-draining soil.","Antidepressant: St. John’s Wort is known for its mood-enhancing properties and is commonly used to treat mild to moderate depression.
Wound healing: The herb’s oil is used to treat cuts, burns, and bruises due to its anti-inflammatory and antiseptic properties.
Pain relief: It helps relieve nerve pain and muscle aches.","St. John’s Wort tea: Steep 1-2 teaspoons of dried St. John’s Wort in hot water for 5-10 minutes. Drink to reduce symptoms of depression or anxiety.
St. John’s Wort oil: Infuse dried St. John’s Wort flowers in olive oil for several weeks. Apply to the skin to heal wounds and relieve muscle pain.
St. John’s Wort tincture: Mix 1-2 teaspoons of St. John’s Wort tincture with water and consume to alleviate depression.","St. John’s Wort prefers full sun and dry, well-draining soil.
Water: Water sparingly, as the plant is drought-tolerant.
Pruning: Cut back dead stems in early spring to encourage fresh growth.
Propagation: St. John’s Wort can be propagated by seeds, cuttings, or root division.",https://youtu.be/LG_lRlkyOTg,St_Johns_Wort
Europe,Yarrow,Achillea millefolium,"Common yarrow, Soldier’s woundwort","Found in grasslands, meadows, and open woods throughout Europe. It prefers well-drained soil and full sun.","Wound healing: Yarrow has been used for centuries to stop bleeding and promote wound healing.
Anti-inflammatory: Yarrow helps reduce inflammation and relieve pain in conditions such as arthritis.
Digestive aid: It can help alleviate digestive issues like indigestion and bloating.
Fever reduction: Yarrow tea can help lower fevers by inducing sweating.","Yarrow tea: Steep 1-2 teaspoons of dried yarrow flowers in hot water for 5-10 minutes. Drink to reduce fever or improve digestion.
Yarrow poultice: Crush fresh yarrow leaves and apply directly to cuts or wounds to stop bleeding and promote healing.
Yarrow tincture: Mix yarrow tincture with water and consume to reduce inflammation and pain.","Yarrow thrives in full sun and well-drained soil.
Water: Yarrow is drought-tolerant and prefers dry conditions. Water sparingly.
Propagation: Yarrow can be grown from seeds or divided clumps in the spring.
Pruning: Trim back the plant after flowering to encourage fresh growth.",https://youtu.be/3aVfnS2cEzE,Yarrow
Europe,Elderberry,Sambucus nigra,"European elder, Black elder","Grows in hedgerows, woodlands, and along roadsides throughout Europe. Prefers moist, well-drained soil and full sun to partial shade.","Immune booster: Elderberries are rich in antioxidants and vitamins that support immune health.
Cold and flu relief: Elderberry syrup is commonly used to relieve symptoms of colds and flu.
Anti-inflammatory: The berries have anti-inflammatory properties, which help reduce pain and swelling.","Elderberry syrup: Simmer 1 cup of fresh or dried elderberries with 2 cups of water and 1 cup of honey. Strain the mixture and store in a jar. Take 1-2 tablespoons daily to boost immunity.
Elderberry tea: Steep 1 tablespoon of dried elderberries in hot water for 5-10 minutes. Strain and drink to reduce cold symptoms.
Elderberry tincture: Mix elderberry tincture with water and consume to relieve cold and flu symptoms.","Elderberry prefers moist, well-drained soil and full sun to partial shade.
Water: Water regularly, especially during dry periods.
Propagation: Elderberry can be propagated by seeds, cuttings, or division.
Pruning: Prune back dead or damaged branches in late winter to early spring.",https://youtu.be/qA1TIm6gX34,Elderberry
Europe,Sneezewort,Achillea ptarmica,"Sneezewort, Wild Sneezewort","Native to Europe, it grows in moist meadows, along riverbanks, and in marshy areas.","Respiratory health: Sneezewort has been used to treat coughs, colds, and asthma.
Anti-inflammatory: It helps reduce inflammation in muscles and joints.
Fever reduction: Sneezewort tea is used to lower fevers and support immune function.","Sneezewort tea: Steep 1 teaspoon of dried sneezewort in hot water for 10 minutes. Drink to relieve coughs and reduce fever.
Sneezewort poultice: Apply crushed fresh sneezewort leaves to swollen or inflamed areas to reduce pain.","Sneezewort prefers full sun or partial shade and moist, well-drained soil.
Water: Keep the soil moist, especially during dry periods.
Propagation: Propagate by seed or by dividing clumps in spring.
Pruning: Deadhead the plant after flowering to encourage more blooms.",https://youtu.be/6aPtHZKN1bg,Sneezewort
Europe,Pheasant's Eye,Adonis aestivalis,"Pheasant's Eye, Summer Pheasant's Eye","Native to southern and central Europe, found in fields, meadows, and along roadsides.","Cardiovascular health: Traditionally used to strengthen the heart and improve circulation.
Sedative: It has mild sedative properties and can be used to relieve anxiety.
Diuretic: Helps promote urination and alleviate fluid retention.","Pheasant's Eye infusion: Steep 1 teaspoon of dried plant material in hot water for 10 minutes. Drink to support heart health.
Pheasant's Eye tincture: Use a few drops diluted in water to alleviate mild anxiety.","Pheasant's Eye prefers full sun and well-drained soil.
Water: Water sparingly, allowing the soil to dry out between watering.
Propagation: Best grown from seed, sown directly into the soil in early spring.
Pruning: Deadhead spent flowers to prolong the blooming period.",https://youtu.be/_RjOCGbsF-E,Pheasant's_Eye
Europe,Pheasant's Eye (Adonis),Adonis annua,"Pheasant's Eye, Adonis","Native to the Mediterranean region and southern Europe, found in grassy fields and dry, open areas.","Heart health: Used in traditional medicine to support heart function and improve circulation.
Anti-inflammatory: Helps reduce inflammation in conditions like arthritis.
Mild sedative: Used to calm anxiety and promote relaxation.","Adonis tea: Steep 1 teaspoon of dried Adonis flowers in hot water for 10 minutes. Drink to support heart health and reduce inflammation.
Adonis tincture: Use a few drops in water to alleviate anxiety.","Adonis prefers full sun and dry, well-drained soil.
Water: Water only when the soil is completely dry.
Propagation: Adonis is best grown from seed, sown directly outdoors in early spring.
Pruning: Deadhead flowers to encourage new blooms.",https://youtu.be/2gRcV1tKkdw,Pheasants_Eye_Adonis
Europe,Horse Chestnut,Aesculus hippocastanum,"Horse Chestnut, Conker Tree","Native to the Balkans, it is now commonly found in parks and gardens throughout Europe.","Varicose veins: Horse chestnut is commonly used to reduce symptoms of varicose veins and improve blood circulation.
Anti-inflammatory: Used to reduce inflammation in conditions such as arthritis.
Hemorrhoid relief: Horse chestnut extract is used to alleviate hemorrhoid symptoms.","Horse chestnut extract: Apply topically to affected areas to reduce swelling and pain from varicose veins.
Horse chestnut tincture: Mix a few drops in water and consume to improve circulation and reduce inflammation.","Horse chestnut prefers full sun and deep, well-drained soil.
Water: Water regularly, especially during dry periods.
Propagation: Propagate by seeds (conkers) collected in autumn and planted in early spring.
Pruning: Prune to maintain shape and remove dead or damaged branches.",https://youtu.be/aYV1kK5HFLc,Horse_Chestnut
Europe,Agrimony,Agrimonia eupatoria,"Agrimony, Church Steeples, Sticklewort","Found in meadows, hedgerows, and roadsides throughout Europe, often in dry, well-drained soils.","Digestive health: Agrimony is used to alleviate diarrhea and indigestion.
Wound healing: It has been traditionally used to heal wounds and stop bleeding.
Respiratory health: Agrimony tea is used to soothe sore throats and relieve coughs.","Agrimony tea: Steep 1 teaspoon of dried agrimony leaves in hot water for 10 minutes. Drink to relieve indigestion or sore throat.
Agrimony poultice: Crush fresh agrimony leaves and apply to wounds to promote healing.","Agrimony prefers full sun and well-drained soil.
Water: Water regularly, but do not overwater as it prefers slightly dry conditions.
Propagation: Propagate by seeds or division in spring.
Pruning: Deadhead spent flowers to encourage continuous blooming.",https://youtu.be/5p7nL3Q-0V8,Agrimony
Europe,Corn Cockle,Agrostemma githago,"Corn Cockle, Field Cockle","Common in fields and meadows throughout Europe, especially in disturbed soils.","Detoxification: Traditionally used to promote the elimination of toxins from the body.
Anti-inflammatory: Helps reduce inflammation and pain in arthritis and sore muscles.
Skin health: Used to treat skin infections and promote healing.","Corn Cockle tea: Steep 1 teaspoon of dried corn cockle in hot water for 10 minutes. Drink to support detoxification and reduce inflammation.
Corn Cockle poultice: Crush fresh leaves and apply to inflamed or infected skin areas.","Corn Cockle prefers full sun and well-drained soil.
Water: Water sparingly, as it prefers dry conditions.
Propagation: Best grown from seeds, sown directly outdoors in early spring.
Pruning: Deadhead spent flowers to encourage continuous blooming.",https://youtu.be/bFH5LCFVjLk,Corn_Cockle
Europe,Bugle,Ajuga reptans,"Bugle, Carpet Bugleweed, Blue Bugle","Found in damp meadows, woods, and pastures across Europe, especially in shaded or semi-shaded areas.","Wound healing: Bugle has been used traditionally to heal wounds and reduce bleeding.
Respiratory health: It helps soothe sore throats and relieve coughs.
Anti-inflammatory: Bugle is used to reduce inflammation and promote healing in arthritis and muscle injuries.","Bugle tea: Steep 1 teaspoon of dried bugle leaves in hot water for 10 minutes. Drink to soothe sore throats and reduce inflammation.
Bugle poultice: Apply crushed bugle leaves to wounds to promote healing.","Bugle prefers partial shade and moist, well-drained soil.
Water: Keep the soil consistently moist, especially in dry periods.
Propagation: Propagate by division in early spring or by seeds sown in fall.
Pruning: Trim back after flowering to maintain compact growth.",https://youtu.be/6JfPj9dqLrY,Bugle
North-America,Pride of Barbados,Caesalpinia pulcherrima,"['Pride of Barbados', 'Peacock Flower']","Commonly found in tropical and subtropical regions, often in gardens and along roadsides.","Fever reducer: Used to lower fever and treat respiratory issues.
Antimicrobial: Helps fight infections and heal wounds.",Peacock Flower tea: Steep 1 teaspoon of dried flowers in hot water for 10 minutes. Drink to help reduce fever and soothe respiratory issues.,"Prefers well-drained, sandy soil and full sunlight.
Water: Water moderately, ensuring soil does not become too dry.
Propagation: Easily propagated by seeds or cuttings.",https://youtu.be/XXXXXX,Caesalpinia_pulcherrima
North-America,Dream Herb,Calea ternifolia,"['Dream Herb', 'Leaf of God']","Native to Mexico and Central America, often found in mountainous regions and open forests.","Dream enhancement: Traditionally used to promote vivid dreaming and improve dream recall.
Relaxant: Helps induce relaxation and reduce stress.",Dream Herb tea: Steep 1 teaspoon of dried leaves in hot water for 10 minutes before bedtime. Drink to enhance dreams and promote relaxation.,"Prefers well-drained, sandy soil in partial to full sunlight.
Water: Water moderately, keeping soil slightly moist.
Propagation: Grows well from seeds or stem cuttings.",https://youtu.be/XXXXXX,Calea_ternifolia
North-America,Marsh Marigold,Caltha palustris,['Marsh Marigold'],"Grows in wetlands, marshes, and along streams in North America.","Skin treatment: Traditionally used to treat skin conditions such as warts and sores.
Diuretic: Helps promote urination and alleviate water retention.",Marsh Marigold poultice: Mash fresh leaves and apply to affected skin areas to treat warts and sores.,"Prefers moist, marshy soil and partial sunlight.
Water: Requires consistently moist soil, ideal for wet environments.
Propagation: Propagated by seeds or dividing plants in early spring.",https://youtu.be/XXXXXX,Caltha_palustris
North-America,Chili Pepper,Capsicum annuum,"['Chili Pepper', 'Bell Pepper']",Widely cultivated across North America in warm climates and gardens.,"Anti-inflammatory: Known for its capsaicin content, which reduces pain and inflammation.
Digestive health: Promotes digestive health and improves circulation.","Chili Pepper poultice: Crush fresh chili peppers and apply to painful areas to relieve muscle pain.
Pepper tea: Steep a few pepper flakes in hot water for 5 minutes. Drink to support digestion.","Prefers well-drained soil and full sunlight.
Water: Water regularly, allowing soil to dry between waterings.
Propagation: Grows easily from seeds.",https://youtu.be/XXXXXX,Capsicum_annuum
South-America,Common Carpet Grass,Acanthospermum australe,"['Common Carpet Grass', 'Yellow Thistle']","Found in tropical and subtropical regions, often in grasslands and along roadsides.","Antibacterial: Used to treat skin infections and wounds.
Anti-inflammatory: Helps reduce inflammation and pain.",Carpet Grass poultice: Crush fresh leaves and apply to wounds or inflamed areas for relief.,"Prefers well-drained, sandy soil and full sunlight.
Water: Water moderately, allowing soil to dry between watering.
Propagation: Grows well from seeds.",https://youtu.be/XXXXXX,Acanthospermum_australe
South-America,Marcelinha,Achyrocline saturejoides,"['Marcelinha', 'Yellow Button']","Native to South America, commonly found in fields and open areas.","Digestive health: Used to relieve indigestion and stomach discomfort.
Anti-inflammatory: Reduces inflammation and pain in muscles and joints.",Marcelinha tea: Steep 1 teaspoon of dried flowers in hot water for 10 minutes. Drink to relieve indigestion.,"Prefers well-drained soil and full sunlight.
Water: Water regularly, but avoid waterlogging the soil.
Propagation: Can be propagated from seeds or cuttings.",https://youtu.be/XXXXXX,Achyrocline_saturejoides
South-America,Toothache Plant,Acmella oleracea,"['Toothache Plant', 'Paracress']",Commonly grows in tropical and subtropical regions of South America.,"Pain relief: Used to numb toothaches and other oral pain.
Antifungal: Helps treat fungal infections and skin conditions.",Toothache Plant tincture: Chew fresh leaves or apply crushed leaves to gums to relieve oral pain.,"Prefers well-drained, fertile soil in full sunlight.
Water: Water regularly, but avoid waterlogging.
Propagation: Grows easily from seeds or cuttings.",https://youtu.be/XXXXXX,Toothache Plant
South-America,Sage of the Andes,Aloysia citrodora,"['Sage of the Andes', 'Lemon Verbena']","Native to South America, grows in warm and sunny regions.","Digestive aid: Helps alleviate digestive problems such as bloating and indigestion.
Relaxant: Known for its calming effects on the nervous system.",Lemon Verbena tea: Steep 1 teaspoon of dried leaves in hot water for 10 minutes. Drink to support digestion and relaxation.,"Prefers well-drained, fertile soil in full sunlight.
Water: Water moderately, allowing the soil to dry between watering.
Propagation: Can be grown from seeds or cuttings.",https://youtu.be/XXXXXX,Aloysia_citrodora
South-America,Wild Amaranth,Amaranthus spinosus,"['Wild Amaranth', 'Spiny Amaranth']","Found in tropical and subtropical regions, often in disturbed areas such as roadsides and fields.","Blood purifier: Traditionally used to cleanse the blood and treat anemia.
Anti-inflammatory: Reduces inflammation and swelling.",Amaranth decoction: Boil 1 tablespoon of dried leaves in water for 10 minutes. Drink to support blood health.,"Prefers well-drained, fertile soil in full sunlight.
Water: Water regularly, but avoid waterlogging.
Propagation: Easily propagated by seeds.",https://youtu.be/XXXXXX,Amaranthus_spinosus
Australia,Tea Tree,Melaleuca alternifolia,Tea Tree,"Native to the coastal regions of New South Wales and Queensland, Australia.","Antiseptic: Widely used as a natural antiseptic for minor cuts, burns, and infections.
Anti-inflammatory: Helps reduce inflammation and redness in conditions like acne and eczema.
Antifungal: Effective against fungal infections such as athlete's foot and ringworm.
Decongestant: Used in steam inhalations to relieve nasal congestion and respiratory issues.
Skin care: Helps treat acne, dandruff, and other skin conditions due to its antimicrobial properties.","Tea Tree oil application: Dilute a few drops of Tea Tree oil in a carrier oil and apply to affected areas for treating infections or acne.
Steam inhalation: Add a few drops of Tea Tree oil to a bowl of hot water, cover your head with a towel, and inhale the steam to relieve respiratory congestion.","Soil: Prefers well-draining, sandy or loamy soil.
Light: Requires full sunlight for optimal growth.
Water: Water regularly but avoid waterlogging; well-drained soil is crucial.
Temperature: Thrives in warm, temperate climates; protect from frost.
Propagation: Grown from seeds or cuttings.
Fertilizer: Apply a balanced fertilizer during the growing season to support healthy growth.",https://youtu.be/8IhY11T1-Q8,Tea Tree
Australia,Eucalyptus,Eucalyptus globulus,"Blue Gum, Eucalyptus","Found throughout Australia in a variety of habitats, including forests and woodlands.","Expectorant: Helps clear mucus and ease coughs and bronchitis.
Antiseptic: Used for its antiseptic properties to treat wounds and infections.
Anti-inflammatory: Reduces inflammation and can help with conditions like arthritis.
Respiratory health: Provides relief from congestion and sinusitis when used in steam inhalations.
Pain relief: Can be used topically to relieve muscle and joint pain.","Eucalyptus oil steam: Add a few drops of Eucalyptus oil to hot water, cover your head with a towel, and inhale the steam to relieve respiratory symptoms.
Topical application: Dilute Eucalyptus oil in a carrier oil and apply to sore muscles or joints for pain relief.","Soil: Prefers well-draining, sandy to loamy soil.
Light: Requires full sunlight for optimal growth.
Water: Water regularly, particularly during dry periods, but avoid waterlogging.
Temperature: Thrives in warm climates; some species are frost-sensitive.
Propagation: Grown from seeds or cuttings.
Fertilizer: Apply a balanced fertilizer during the growing season to promote healthy growth.",https://youtu.be/FG6-IzI9X9k,Eucalyptus
Australia,Kakadu Plum,Terminalia ferdinandiana,"Kakadu Plum, Gubinge",Native to the tropical woodlands and savannas of northern Australia.,"High Vitamin C: Rich in Vitamin C, helps boost the immune system and improve skin health.
Antioxidant: Contains powerful antioxidants that protect against oxidative stress and inflammation.
Anti-inflammatory: Helps reduce inflammation and improve overall health.
Skin care: Used in cosmetics and skincare products for its nourishing and rejuvenating properties.
Digestive health: Traditionally used to support digestive health and treat gastrointestinal issues.","Kakadu Plum powder: Add Kakadu Plum powder to smoothies or juices for an immune boost and increased Vitamin C intake.
Topical application: Incorporate Kakadu Plum extract into skincare products to benefit from its antioxidant and anti-inflammatory properties.","Soil: Prefers well-draining, sandy or loamy soil.
Light: Requires full sunlight for optimal growth.
Water: Water moderately, allowing the soil to dry between waterings.
Temperature: Thrives in tropical and subtropical climates; protect from frost.
Propagation: Grown from seeds or cuttings.
Fertilizer: Apply a balanced fertilizer during the growing season to support healthy growth.",https://youtu.be/QzTcSrxFQ8M,Kakadu Plum
Australia,Quandong,Santalum acuminatum,"Quandong, Desert Quandong","Found in arid and semi-arid regions of Australia, especially in the central and western parts.","Digestive health: Traditionally used to relieve digestive issues and improve gut health.
Antioxidant: Rich in antioxidants that help combat oxidative stress and inflammation.
Skin care: Used in traditional remedies for skin conditions and to improve skin health.
Immune system support: Supports overall immune health due to its high vitamin content.
Anti-inflammatory: Helps reduce inflammation and associated symptoms.","Quandong jam: Cook Quandong fruits with sugar to make a jam that can be used as a nutritious spread.
Quandong extract: Prepare an extract from the fruit for use in traditional remedies and skin care products.","Soil: Prefers well-draining, sandy soil.
Light: Requires full sunlight for optimal growth.
Water: Water sparingly; drought-tolerant once established.
Temperature: Thrives in arid and semi-arid climates; highly frost-tolerant.
Propagation: Grown from seeds; may require scarification to enhance germination.
Fertilizer: Minimal fertilization is needed; occasional application of a balanced fertilizer can support growth.",https://youtu.be/2k3k-a2GThs,Quandong
Australia,Riberry,Ribes rubrum,"Riberry, Cranberry",Native to the eastern and southeastern regions of Australia.,"Antioxidant: High in antioxidants, helps combat oxidative stress and support overall health.
Digestive health: Traditionally used to improve digestion and treat gastrointestinal issues.
Immune support: Boosts immune function due to its rich vitamin C content.
Anti-inflammatory: Helps reduce inflammation and supports joint health.
Skin health: Used in traditional medicine for its potential benefits to skin health and vitality.","Riberry juice: Drink Riberry juice to benefit from its high antioxidant and vitamin content.
Riberry jam: Make jam from Riberries to enjoy its health benefits and use it as a nutritious spread.","Soil: Prefers well-draining, fertile soil.
Light: Grows best in full sunlight or partial shade.
Water: Requires regular watering, particularly during dry periods.
Temperature: Thrives in temperate climates; protect from extreme frost.
Propagation: Grown from seeds or cuttings.
Fertilizer: Apply a balanced fertilizer during the growing season to support healthy growth.",https://youtu.be/5fW4b2FxaTg,Riberry
